profit,comm,equity,day
,,,20170104
0.0,0.0,0.0,20170105
0.0,0.0,0.0,20170106
0.0,0.0,0.0,20170109
0.0,0.0,0.0,20170110
0.0,0.0,0.0,20170111
0.0,0.0,0.0,20170112
0.0,0.0,0.0,20170113
0.0,0.0,0.0,20170116
0.0,0.0,0.0,20170117
0.0,0.0,0.0,20170118
0.0,0.0,0.0,20170119
0.0,0.0,0.0,20170120
0.0,0.0,0.0,20170123
0.0,0.0,0.0,20170124
0.0,0.0,0.0,20170125
0.0,0.0,0.0,20170126
0.0,0.0,0.0,20170203
0.0,0.0,0.0,20170206
0.0,0.0,0.0,20170207
0.0,0.0,0.0,20170208
0.0,0.0,0.0,20170209
0.0,0.0,0.0,20170210
0.0,0.0,0.0,20170213
0.0,0.0,0.0,20170214
0.0,0.0,0.0,20170215
