profit,comm,equity,day
,,,20161230
,,,20170103
,,,20170104
,,,20170105
,,,20170106
,,,20170109
,,,20170110
,,,20170111
,,,20170112
,,,20170113
,,,20170116
,,,20170117
,,,20170118
,,,20170119
,,,20170120
,,,20170121
,,,20170123
,,,20170124
,,,20170125
,,,20170126
,,,20170203
,,,20170204
,,,20170206
,,,20170207
,,,20170208
,,,20170209
,,,20170210
,,,20170211
,,,20170213
0.0,0.0,0.0,20170214
-3200.0,350.0,-3550.0,20170215
-7200.0,600.0,-7800.0,20170216
4800.0,100.0,4700.0,20170220
6950.0,100.0,6850.0,20170221
-3300.0,300.0,-3600.0,20170222
2750.0,0.0,2750.0,20170223
