profit,comm,equity,day
,,,20161230
,,,20170103
,,,20170104
,,,20170105
,,,20170106
,,,20170109
,,,20170110
,,,20170111
,,,20170112
,,,20170113
,,,20170116
,,,20170117
,,,20170118
,,,20170119
,,,20170120
,,,20170123
,,,20170124
,,,20170125
,,,20170126
,,,20170203
,,,20170206
0.0,0.0,0.0,20170207
0.0,0.0,0.0,20170208
0.0,0.0,0.0,20170209
0.0,0.0,0.0,20170210
0.0,0.0,0.0,20170213
0.0,0.0,0.0,20170214
0.0,0.0,0.0,20170215
-30600.0,600.0,-31200.0,20170216
15300.0,700.0,14600.0,20170220
50400.0,150.0,50250.0,20170221
-26550.0,850.0,-27400.0,20170222
0.0,0.0,0.0,20170223
